name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),veg_nonveg_type,famous_dish,success_rate,cancellation_rate,latitude,longitude,distance_km
China South,0,0,3.4,4,Brigade Road,Casual Dining,Chinese,"Chinese, Tibetan",600.0,Dine-out,Lavelle Road,Veg,Chinese,0.2800584016505354,0.7199415983494646,12.9716,77.5946,1.1799233423387865
Pind Balluchi,1,1,4.0,1024,Brigade Road,Casual Dining,"Palak Paneer, Mango Lassi, Panner Tikka, Veg Platter, Dal Makhani, Chicken Rara, Malai Tikka","North Indian, Mughlai, Kebab",700.0,Dine-out,Lavelle Road,Both,Palak Paneer,0.6574310039497084,0.34256899605029156,12.9716,77.5946,1.1799233423387865
Wazir's,1,0,3.3,262,Shanti Nagar,Casual Dining,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice","North Indian, Chinese",500.0,Dine-out,Lavelle Road,Veg,Biryani,0.46841351875714454,0.5315864812428555,12.9716,77.5946,1.1799233423387865
Northern Gate- Gateway Hotel,0,1,4.0,102,Residency Road,Casual Dining,"Cut Fruits, Pasta, Sunday Brunch",North Indian,1900.0,Dine-out,Lavelle Road,Veg,Cut Fruits,0.37610261272440415,0.6238973872755958,12.9716,77.5946,1.1799233423387865
Canopy,0,0,3.0,108,Mg Road,Casual Dining,Gulab Jamun,"North Indian, Continental, Chinese",800.0,Dine-out,Lavelle Road,Veg,Gulab Jamun,0.19397437010914081,0.8060256298908592,12.9716,77.5946,1.1799233423387865
Cafe @ Elanza,0,0,3.7,145,Richmond Road,"Casual Dining, Cafe","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000.0,Dine-out,Lavelle Road,Veg,Breakfast Buffet,0.3228927295357791,0.6771072704642209,12.9716,77.5946,1.1799233423387865
Cafe 22,0,0,3.0,11,Church Street,Cafe,Cafe,"Cafe, Fast Food",700.0,Dine-out,Lavelle Road,Veg,Cafe,0.20305430512803205,0.796945694871968,12.9716,77.5946,1.1799233423387865
Chai Ki Tapri,0,0,3.7,16,Mg Road,Cafe,Cafe,Cafe,250.0,Dine-out,Lavelle Road,Veg,Cafe,0.29520881878137356,0.7047911812186265,12.9716,77.5946,1.1799233423387865
Tempura Restaurant,0,0,3.9,122,Brigade Road,Casual Dining,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500.0,Dine-out,Lavelle Road,Veg,Chicken Manchurian,0.36203371726694616,0.6379662827330539,12.9716,77.5946,1.1799233423387865
Desi Deck,1,1,3.9,96,Brigade Road,"Casual Dining, Bar","Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts",1300.0,Dine-out,Lavelle Road,Veg,Balti Gosht,0.5338651282409697,0.46613487175903034,12.9716,77.5946,1.1799233423387865
The RoofTop,0,0,3.3,4,St. Marks Road,Casual Dining,North Indian,"North Indian, Asian, Mediterranean",1000.0,Dine-out,Lavelle Road,Veg,North Indian,0.419033202882086,0.580966797117914,12.9716,77.5946,1.1799233423387865
Mighty Small,0,0,4.1,259,Mg Road,"Casual Dining, Bar","Mocktails, Beer, Chips, Pizza, Salsa, Nachos, Roti","Continental, Chinese",400.0,Dine-out,Lavelle Road,Veg,Mocktails,0.433910914781352,0.566089085218648,12.9716,77.5946,1.1799233423387865
White Plate,0,1,4.2,260,Mg Road,"Casual Dining, Bar","Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian",1500.0,Dine-out,Lavelle Road,Veg,Cocktails,0.4588660260572096,0.5411339739427904,12.9716,77.5946,1.1799233423387865
The Hub - Ibis Hotel,0,0,3.5,29,Richmond Road,Bar,Finger Food,"Finger Food, Fast Food, Continental",2200.0,Dine-out,Lavelle Road,Veg,Finger Food,0.30747222276162717,0.6925277772383729,12.9716,77.5946,1.1799233423387865
No 10 Fort Cochin,0,0,3.4,6,Residency Road,Casual Dining,South Indian,"South Indian, Seafood, Kerala, Biryani",800.0,Dine-out,Lavelle Road,Both,South Indian,0.30539454809762057,0.6946054519023794,12.9716,77.5946,1.1799233423387865
Chai Point,1,0,4.0,134,Residency Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Fast Food, Beverages",250.0,Dine-out,Lavelle Road,Veg,Banana Cake,0.5559086607019658,0.44409133929803424,12.9716,77.5946,1.1799233423387865
The Jungle Terrace,1,0,3.5,13,Brigade Road,Casual Dining,Continental,"Continental, Mexican, Lebanese",600.0,Dine-out,Lavelle Road,Veg,Continental,0.6439507465441799,0.35604925345582006,12.9716,77.5946,1.1799233423387865
MoXa Bistro,0,1,3.9,36,Brigade Road,Casual Dining,Continental,"Continental, Italian, North Indian, Pizza",1500.0,Dine-out,Lavelle Road,Veg,Continental,0.3576984440509484,0.6423015559490516,12.9716,77.5946,1.1799233423387865
Naidu Military Hotel,0,0,2.7,26,Shanti Nagar,Casual Dining,South Indian,"South Indian, Chinese, Biryani",600.0,Dine-out,Lavelle Road,Both,South Indian,0.18277585308008246,0.8172241469199175,12.9716,77.5946,1.1799233423387865
Tiffanys,0,0,2.9,31,Shanti Nagar,Casual Dining,Continental,"Continental, Italian, Chinese",1000.0,Dine-out,Lavelle Road,Veg,Continental,0.2003523079789745,0.7996476920210255,12.9716,77.5946,1.1799233423387865
Aromas Of South,1,0,3.7,46,Race Course Road,Casual Dining,"Appam, Coffee",South Indian,1000.0,Dine-out,Lavelle Road,Veg,Appam,0.5550873682675094,0.4449126317324906,12.9716,77.5946,1.1799233423387865
70 Brigade - Iris Hotel,0,1,3.9,105,Brigade Road,Casual Dining,"Salads, Jalebi, Pasta, Rabri, Fish Curry, Salad, Mysore Pak","Chinese, North Indian, Pizza",1000.0,Dine-out,Lavelle Road,Veg,Salads,0.43542253749827714,0.5645774625017228,12.9716,77.5946,1.1799233423387865
Nithyothsav - Hotel Ramanashree,0,0,3.0,31,Mg Road,Casual Dining,North Indian,"North Indian, Chinese",1000.0,Dine-out,Lavelle Road,Veg,North Indian,0.30490049427301424,0.6950995057269858,12.9716,77.5946,1.1799233423387865
Cafe Monarch Luxur,0,0,3.8,23,Infantry Road,Casual Dining,North Indian,"North Indian, South Indian, Chinese, Fast Food",800.0,Dine-out,Lavelle Road,Veg,North Indian,0.31259366408177414,0.6874063359182259,12.9716,77.5946,1.1799233423387865
Flame Pub & Restaurant - Brigade Garden,0,0,2.9,24,Brigade Road,"Bar, Casual Dining",Bar Food,"Bar Food, North Indian",1900.0,Dine-out,Lavelle Road,Veg,Bar Food,0.19888058925663474,0.8011194107433652,12.9716,77.5946,1.1799233423387865
Jaisalmer,0,0,3.7,57,St. Marks Road,Casual Dining,"Lunch Buffet, Kheer, Rajasthani Thali","North Indian, Chinese",700.0,Dine-out,Lavelle Road,Veg,Lunch Buffet,0.400829347500642,0.5991706524993581,12.9716,77.5946,1.1799233423387865
Hashtag Cafe,0,0,2.8,46,Brigade Road,Cafe,Cafe,"Cafe, Continental, European, Italian",700.0,Dine-out,Lavelle Road,Veg,Cafe,0.3308889356002042,0.6691110643997957,12.9716,77.5946,1.1799233423387865
Sunehri,0,0,3.8,67,Richmond Road,Casual Dining,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",South Indian,500.0,Dine-out,Lavelle Road,Veg,Buttermilk,0.3439440286095076,0.6560559713904923,12.9716,77.5946,1.1799233423387865
Page 3 Multicuisine Restaurant & Bar,0,0,3.5,14,Residency Road,Bar,North Indian,"North Indian, Chinese, Finger Food",800.0,Dine-out,Lavelle Road,Veg,North Indian,0.3730806951330764,0.6269193048669236,12.9716,77.5946,1.1799233423387865
Masala Kitchen,0,0,3.0,4,Brigade Road,Casual Dining,North Indian,North Indian,700.0,Dine-out,Lavelle Road,Veg,North Indian,0.17676688749419803,0.823233112505802,12.9716,77.5946,1.1799233423387865
Ottimo - ITC Gardenia,0,1,4.3,165,Richmond Road,Fine Dining,"Tiramisu, Bruschettas, Salmon, Chocolate Dessert, King Prawns, Wine, Scallops","Italian, Salad",3000.0,Dine-out,Lavelle Road,Veg,Tiramisu,0.3732646019475572,0.6267353980524428,12.9716,77.5946,1.1799233423387865
Bazaar- Zone By The Park,0,1,3.8,52,Infantry Road,Casual Dining,Continental,"Continental, South Indian, North Indian, Asian",1100.0,Dine-out,Lavelle Road,Veg,Continental,0.30044689395407115,0.6995531060459288,12.9716,77.5946,1.1799233423387865
Hotel Shangrila,0,0,3.7,125,Brigade Road,Casual Dining,"Noodles, Pork Chops, Momos, Chicken Noodle, Mixed Fried Rice, Corn Soup, Roast Pork","Chinese, Momos",600.0,Dine-out,Lavelle Road,Veg,Noodles,0.3603385889969373,0.6396614110030627,12.9716,77.5946,1.1799233423387865
Sri Vishnu Bhavan Veg,0,0,3.700448817952718,0,Shanti Nagar,Quick Bites,South Indian,"South Indian, North Indian, Chinese",250.0,Dine-out,Lavelle Road,Veg,South Indian,0.32860730114215847,0.6713926988578416,12.9716,77.5946,1.1799233423387865
Nawab's Kolkatta Roll,0,0,3.4,5,Brigade Road,Kiosk,Street Food,"Street Food, Rolls",150.0,Dine-out,Lavelle Road,Veg,Street Food,0.31199374820348164,0.6880062517965184,12.9716,77.5946,1.1799233423387865
Shan Restaurant,1,0,3.0,20,Brigade Road,Quick Bites,Kerala,"Kerala, Chinese, South Indian, North Indian",400.0,Dine-out,Lavelle Road,Veg,Kerala,0.5113122633208419,0.4886877366791581,12.9716,77.5946,1.1799233423387865
Hatti Punjab Di,1,0,2.8,20,Brigade Road,Casual Dining,North Indian,"North Indian, Chinese",550.0,Dine-out,Lavelle Road,Veg,North Indian,0.39269815468773694,0.6073018453122631,12.9716,77.5946,1.1799233423387865
Stir Fry,0,0,4.0,209,Residency Road,Casual Dining,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos",500.0,Dine-out,Lavelle Road,Veg,Spring Roll,0.3834247028591605,0.6165752971408395,12.9716,77.5946,1.1799233423387865
MM Bar & Restaurant,0,0,3.6,11,Shivajinagar,Bar,South Indian,"South Indian, North Indian",700.0,Dine-out,Lavelle Road,Veg,South Indian,0.2582994441793512,0.7417005558206489,12.9716,77.5946,1.1799233423387865
Coco Grove Beer Cafe,0,0,3.8,151,Church Street,Casual Dining,"Beer, Sandwiches, Burgers, Lamb Burger, Fish, Chicken Pepper Steak, Club Sandwich",Continental,800.0,Dine-out,Lavelle Road,Veg,Beer,0.4108805880684618,0.5891194119315382,12.9716,77.5946,1.1799233423387865
Bread and Circus,0,0,3.7,50,Shanti Nagar,Cafe,Cafe,"Cafe, Fast Food, Pizza, Burger",550.0,Dine-out,Lavelle Road,Veg,Cafe,0.3932118453789776,0.6067881546210224,12.9716,77.5946,1.1799233423387865
Funjabi,0,0,3.5,140,Church Street,Casual Dining,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600.0,Dine-out,Lavelle Road,Veg,Mango Lassi,0.33308965451992867,0.6669103454800713,12.9716,77.5946,1.1799233423387865
AM Biryani Junction,0,0,3.700448817952718,0,Richmond Road,Quick Bites,North Indian,"North Indian, Chinese, Biryani",300.0,Dine-out,Lavelle Road,Both,North Indian,0.3435529073530253,0.6564470926469748,12.9716,77.5946,1.1799233423387865
Sandhya Sagar,0,0,3.700448817952718,0,Shanti Nagar,Quick Bites,North Indian,"North Indian, Chinese, South Indian",300.0,Dine-out,Lavelle Road,Veg,North Indian,0.31209870551593055,0.6879012944840694,12.9716,77.5946,1.1799233423387865
Mehendi,0,0,3.700448817952718,0,Residency Road,Casual Dining,North Indian,"North Indian, Chinese",700.0,Dine-out,Lavelle Road,Veg,North Indian,0.2677786425090826,0.7322213574909173,12.9716,77.5946,1.1799233423387865
Baahubelly,0,0,3.7,68,Brigade Road,Casual Dining,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500.0,Dine-out,Lavelle Road,Veg,Biryani,0.35398907424937054,0.6460109257506295,12.9716,77.5946,1.1799233423387865
Smokie Brownie,0,0,3.2,7,Brigade Road,Cafe,Cafe,Cafe,600.0,Dine-out,Lavelle Road,Veg,Cafe,0.3129348028904688,0.6870651971095312,12.9716,77.5946,1.1799233423387865
Gowdara Naati Mane,0,0,3.700448817952718,0,Residency Road,Casual Dining,South Indian,"South Indian, Biryani",600.0,Dine-out,Lavelle Road,Both,South Indian,0.438524682796752,0.5614753172032481,12.9716,77.5946,1.1799233423387865
Nandhini Paradise,0,1,3.6,278,St. Marks Road,"Casual Dining, Bar","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian",800.0,Dine-out,Lavelle Road,Veg,Murgh Ghee Roast,0.31027737212137624,0.6897226278786237,12.9716,77.5946,1.1799233423387865
Aathithya,0,0,3.1,16,Infantry Road,Casual Dining,North Indian,"North Indian, Continental, Chinese",1100.0,Dine-out,Lavelle Road,Veg,North Indian,0.27629425201318436,0.7237057479868156,12.9716,77.5946,1.1799233423387865
The Lounge - The Chancery Pavilion,0,0,3.7,34,Residency Road,Casual Dining,Chinese,"Chinese, North Indian, South Indian",2000.0,Dine-out,Lavelle Road,Veg,Chinese,0.39382619941321984,0.6061738005867802,12.9716,77.5946,1.1799233423387865
VT Sindhur Veg,0,0,3.3,13,Richmond Road,Casual Dining,North Indian,"North Indian, Chinese",600.0,Dine-out,Lavelle Road,Veg,North Indian,0.34495834546395343,0.6550416545360466,12.9716,77.5946,1.1799233423387865
Alibi - Maya International Hotel,0,0,1.8,225,Church Street,Casual Dining,Dj,"North Indian, Continental, Chinese",1200.0,Dine-out,Lavelle Road,Veg,Dj,0.07288667079223465,0.9271133292077653,12.9716,77.5946,1.1799233423387865
Monarch,0,0,3.5,10,Brigade Road,Casual Dining,North Indian,"North Indian, Chinese, Continental, South Indian",700.0,Dine-out,Lavelle Road,Veg,North Indian,0.29872026227622767,0.7012797377237723,12.9716,77.5946,1.1799233423387865
Hotel Green Tara,0,0,3.9,42,Brigade Road,Casual Dining,Momos,"Chinese, Tibetan, Momos",500.0,Dine-out,Lavelle Road,Veg,Momos,0.3369910415065051,0.6630089584934948,12.9716,77.5946,1.1799233423387865
Nagashree's,0,0,2.9,46,Shanti Nagar,Casual Dining,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550.0,Dine-out,Lavelle Road,Veg,Biryani,0.19322763849338773,0.8067723615066122,12.9716,77.5946,1.1799233423387865
Mughals Restaurant,0,0,3.1,17,Shivajinagar,Casual Dining,Mughlai,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,Dine-out,Lavelle Road,Both,Mughlai,0.33638646494774027,0.6636135350522597,12.9716,77.5946,1.1799233423387865
Daivik,0,0,3.3,6,Race Course Road,Casual Dining,North Indian,"North Indian, South Indian, Chinese",650.0,Dine-out,Lavelle Road,Veg,North Indian,0.29074262961264385,0.7092573703873561,12.9716,77.5946,1.1799233423387865
Prawn Crunch,0,0,3.700448817952718,0,St. Marks Road,Quick Bites,Seafood,"Seafood, Fast Food",400.0,Dine-out,Lavelle Road,Both,Seafood,0.33384382910749427,0.6661561708925057,12.9716,77.5946,1.1799233423387865
Norsha Caffe,0,0,3.3,6,Commercial Street,Cafe,Cafe,Cafe,400.0,Dine-out,Lavelle Road,Veg,Cafe,0.2999923472881334,0.7000076527118666,12.9716,77.5946,1.1799233423387865
By Chance,0,1,3.700448817952718,0,Brigade Road,"Pub, Casual Dining",North Indian,"North Indian, Continental, Chinese, Italian",1100.0,Dine-out,Lavelle Road,Veg,North Indian,0.34024420050286386,0.6597557994971361,12.9716,77.5946,1.1799233423387865
No 10 Fort Cochin,1,1,3.8,195,St. Marks Road,Casual Dining,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian",800.0,Dine-out,Lavelle Road,Both,Fish,0.5424266541182047,0.4575733458817953,12.9716,77.5946,1.1799233423387865
Unicorn Bar & Restaurant,0,0,3.9,119,Infantry Road,"Casual Dining, Bar","Sea Food, Neer Dosa, Crab Masala, Fish, Crab Soup, Masala Prawn, Wine","Seafood, North Indian, Chinese",800.0,Dine-out,Lavelle Road,Both,Sea Food,0.326543093252705,0.6734569067472951,12.9716,77.5946,1.1799233423387865
Murugan Mess,0,0,3.3,7,Shivajinagar,Mess,South Indian,South Indian,150.0,Dine-out,Lavelle Road,Veg,South Indian,0.365888785262261,0.634111214737739,12.9716,77.5946,1.1799233423387865
Luscious - St. Mark's Hotel,0,0,3.7,11,St. Marks Road,Lounge,North Indian,"North Indian, Continental",1200.0,Dine-out,Lavelle Road,Veg,North Indian,0.3091824419883528,0.6908175580116471,12.9716,77.5946,1.1799233423387865
Spice It,0,0,3.8,52,Richmond Road,Casual Dining,"Noodles, Fish","North Indian, Continental, Italian",1200.0,Dine-out,Lavelle Road,Veg,Noodles,0.3044012027582755,0.6955987972417246,12.9716,77.5946,1.1799233423387865
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,0,3.4,10,Richmond Road,Casual Dining,North Indian,"North Indian, Chinese, Continental",700.0,Dine-out,Lavelle Road,Veg,North Indian,0.296150449393162,0.7038495506068381,12.9716,77.5946,1.1799233423387865
The Perfect Stop,0,0,3.5,11,Shanti Nagar,Quick Bites,Italian,"Italian, Fast Food, Pizza",300.0,Dine-out,Lavelle Road,Veg,Italian,0.42057181600489496,0.579428183995105,12.9716,77.5946,1.1799233423387865
Biryani Paradise,0,0,3.4,6,Shanti Nagar,Quick Bites,Biryani,"Biryani, Fast Food",400.0,Dine-out,Lavelle Road,Both,Biryani,0.2590282739462443,0.7409717260537557,12.9716,77.5946,1.1799233423387865
Petoo,0,0,3.7,32,Commercial Street,Casual Dining,Biryani,"North Indian, Fast Food, Street Food",800.0,Dine-out,Lavelle Road,Veg,Biryani,0.3735511031417544,0.6264488968582456,12.9716,77.5946,1.1799233423387865
The Whiskey Bar,0,1,3.7,44,Race Course Road,Bar,Finger Food,"Finger Food, North Indian",2800.0,Dine-out,Lavelle Road,Veg,Finger Food,0.3259676402864752,0.6740323597135248,12.9716,77.5946,1.1799233423387865
Taste Of Kerala,0,0,2.3,48,Residency Road,Casual Dining,"Appam, Thali","Kerala, Seafood",600.0,Dine-out,Lavelle Road,Non-Veg,Appam,0.17559587571433335,0.8244041242856667,12.9716,77.5946,1.1799233423387865
Strawberry Moon,0,0,3.4,5,Race Course Road,"Casual Dining, Bar",Finger Food,Finger Food,1500.0,Dine-out,Lavelle Road,Veg,Finger Food,0.3461981602176607,0.6538018397823393,12.9716,77.5946,1.1799233423387865
The Charlton Bar,0,0,3.3,4,Residency Road,Bar,Chinese,"Chinese, North Indian",1000.0,Dine-out,Lavelle Road,Veg,Chinese,0.2015868523660158,0.7984131476339842,12.9716,77.5946,1.1799233423387865
New Kohinoor Hotel,0,0,3.2,9,Commercial Street,Casual Dining,North Indian,North Indian,450.0,Dine-out,Lavelle Road,Veg,North Indian,0.2303433533056513,0.7696566466943486,12.9716,77.5946,1.1799233423387865
Mallige,0,0,3.2,5,Race Course Road,Casual Dining,North Indian,"North Indian, South Indian",700.0,Dine-out,Lavelle Road,Veg,North Indian,0.3204897557159344,0.6795102442840656,12.9716,77.5946,1.1799233423387865
Amnesia - The Poolside Bar,0,0,3.7,15,Residency Road,"Casual Dining, Bar",North Indian,"North Indian, Chinese, Continental",2000.0,Dine-out,Lavelle Road,Veg,North Indian,0.3426399021128124,0.6573600978871876,12.9716,77.5946,1.1799233423387865
Dad's Coffee Club,0,0,3.700448817952718,0,Residency Road,Cafe,North Indian,"North Indian, South American, Cafe",200.0,Dine-out,Lavelle Road,Veg,North Indian,0.3481498342668113,0.6518501657331888,12.9716,77.5946,1.1799233423387865
Magic Biryani,0,0,3.700448817952718,0,Richmond Road,Quick Bites,Biryani,"Biryani, Kebab",150.0,Dine-out,Lavelle Road,Non-Veg,Biryani,0.3731252830963653,0.6268747169036347,12.9716,77.5946,1.1799233423387865
RR Catering,0,0,3.4,10,Mg Road,Quick Bites,"Garlic Naan, Tandoori Chicken, Basmati Rice","North Indian, Chinese, Biryani",350.0,Dine-out,Lavelle Road,Both,Garlic Naan,0.2556981573940327,0.7443018426059673,12.9716,77.5946,1.1799233423387865
Dasaprakash Cafe,0,0,3.2,10,Mg Road,Cafe,Cafe,Cafe,400.0,Dine-out,Lavelle Road,Veg,Cafe,0.32793185883052955,0.6720681411694704,12.9716,77.5946,1.1799233423387865
JCL Canteen,0,0,3.700448817952718,0,Shivajinagar,Mess,South Indian,South Indian,100.0,Dine-out,Lavelle Road,Veg,South Indian,0.37854528847611724,0.6214547115238828,12.9716,77.5946,1.1799233423387865
Lotus Royal Cuisine,0,0,3.3,13,Residency Road,Casual Dining,North Indian,"North Indian, Chinese",750.0,Dine-out,Lavelle Road,Veg,North Indian,0.29964756188383107,0.700352438116169,12.9716,77.5946,1.1799233423387865
Grill 99 - The Ritz-Carlton,0,0,3.4,12,Residency Road,Fine Dining,Steak,"Steak, Mediterranean, Grill",4000.0,Dine-out,Lavelle Road,Veg,Steak,0.3236204649703705,0.6763795350296296,12.9716,77.5946,1.1799233423387865
Green Paprika,0,0,3.3,7,Church Street,Casual Dining,North Indian,"North Indian, South Indian, Continental",1000.0,Dine-out,Lavelle Road,Veg,North Indian,0.34587345124026575,0.6541265487597343,12.9716,77.5946,1.1799233423387865
The Bao Belly,0,0,3.3,9,Residency Road,Cafe,Cafe,Cafe,400.0,Dine-out,Lavelle Road,Veg,Cafe,0.2579684558085393,0.7420315441914607,12.9716,77.5946,1.1799233423387865
Zaiqa,0,0,3.4,8,Richmond Road,Quick Bites,North Indian,"North Indian, Chinese",350.0,Dine-out,Lavelle Road,Veg,North Indian,0.3332104364743918,0.6667895635256083,12.9716,77.5946,1.1799233423387865
37 China Town,0,0,3.5,58,Race Course Road,Casual Dining,Chinese,"Chinese, Thai, North Indian, South Indian, Continental",900.0,Dine-out,Lavelle Road,Veg,Chinese,0.40075160703288665,0.5992483929671133,12.9716,77.5946,1.1799233423387865
The Chevron Brigade,0,0,3.3,4,Brigade Road,Casual Dining,Fast Food,"Fast Food, Biryani, Chinese",1200.0,Dine-out,Lavelle Road,Both,Fast Food,0.3196026052500983,0.6803973947499017,12.9716,77.5946,1.1799233423387865
Zuiqa Taste,0,0,3.700448817952718,0,Richmond Road,Quick Bites,North Indian,"North Indian, Chinese",300.0,Dine-out,Lavelle Road,Veg,North Indian,0.32643644086115575,0.6735635591388442,12.9716,77.5946,1.1799233423387865
Karavali Lunch Home,0,0,3.700448817952718,0,Shanti Nagar,"Mess, Quick Bites",Biryani,"Biryani, South Indian, Mangalorean",300.0,Dine-out,Lavelle Road,Both,Biryani,0.45346638676270806,0.546533613237292,12.9716,77.5946,1.1799233423387865
R.K.R Lunch Home,0,0,3.700448817952718,0,Richmond Road,Quick Bites,South Indian,"South Indian, Biryani",350.0,Dine-out,Lavelle Road,Both,South Indian,0.34909682736461445,0.6509031726353856,12.9716,77.5946,1.1799233423387865
Bhartiya Jalpan,0,0,3.700448817952718,0,Commercial Street,Casual Dining,North Indian,"North Indian, Street Food",700.0,Dine-out,Lavelle Road,Veg,North Indian,0.40748568222807713,0.5925143177719229,12.9716,77.5946,1.1799233423387865
X Cafe,0,0,3.700448817952718,0,Shanti Nagar,Cafe,American,"American, Cafe, Chinese, Italian, Desserts",400.0,Dine-out,Lavelle Road,Veg,American,0.31647953156005315,0.6835204684399468,12.9716,77.5946,1.1799233423387865
Malabar Kitchen,1,0,3.2,5,Commercial Street,Quick Bites,Kerala,"Kerala, North Indian, Chinese",300.0,Dine-out,Lavelle Road,Veg,Kerala,0.528479240864867,0.471520759135133,12.9716,77.5946,1.1799233423387865
Vinny's,1,0,3.9,212,Brigade Road,Casual Dining,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800.0,Dine-out,Lavelle Road,Veg,Pizza,0.5389572647332124,0.46104273526678763,12.9716,77.5946,1.1799233423387865
The Coffee Bean & Tea Leaf,1,0,3.8,261,Mg Road,Cafe,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700.0,Dine-out,Lavelle Road,Veg,Coffee,0.5708210655248949,0.42917893447510513,12.9716,77.5946,1.1799233423387865
C Sharp Kitchen,1,0,3.6,53,Church Street,Casual Dining,"Paratha, Tea, Pasta, Omelette, Rolls","North Indian, Chinese, European",600.0,Dine-out,Lavelle Road,Veg,Paratha,0.4956076238222524,0.5043923761777476,12.9716,77.5946,1.1799233423387865
Eatato Snack Bar,0,0,3.3,11,Brigade Road,Quick Bites,South Indian,"South Indian, North Indian, Chinese, Rolls, Fast Food",400.0,Dine-out,Lavelle Road,Veg,South Indian,0.38275385394293204,0.617246146057068,12.9716,77.5946,1.1799233423387865
Casa Express,0,0,2.6,26,Residency Road,Quick Bites,Chinese,"Chinese, Italian",400.0,Dine-out,Lavelle Road,Veg,Chinese,0.18940683643238915,0.8105931635676109,12.9716,77.5946,1.1799233423387865
Italia - The Park Bangalore,0,0,3.7,82,Mg Road,Fine Dining,"Pasta, Pizza, Wine, Tiramisu, Spaghetti, Salad, Ravioli",Italian,2500.0,Dine-out,Lavelle Road,Veg,Pasta,0.2835648955533591,0.7164351044466408,12.9716,77.5946,1.1799233423387865
Bon Sante,0,0,3.6,104,Brigade Road,Cafe,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800.0,Dine-out,Lavelle Road,Veg,Burgers,0.3316095382624123,0.6683904617375878,12.9716,77.5946,1.1799233423387865
Meenu Oota Da Maane,1,0,3.1,23,Brigade Road,Casual Dining,Seafood,"Seafood, Mangalorean, Chinese",700.0,Dine-out,Lavelle Road,Non-Veg,Seafood,0.48976467305714105,0.510235326942859,12.9716,77.5946,1.1799233423387865
Berrylicious Cafe,0,0,4.1,129,Mg Road,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",400.0,Dine-out,Lavelle Road,Veg,Waffles,0.38846914314659203,0.6115308568534079,12.9716,77.5946,1.1799233423387865
Tea and Wine Lounge,0,0,3.6,12,Race Course Road,Cafe,Cafe,"Cafe, Tea, Desserts",800.0,Dine-out,Lavelle Road,Veg,Cafe,0.2845478669006525,0.7154521330993475,12.9716,77.5946,1.1799233423387865
Kamat's Palate Korner,0,0,4.1,121,Richmond Road,Casual Dining,"Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala","North Indian, Chinese",600.0,Dine-out,Lavelle Road,Veg,Butter Chicken,0.4415224468283772,0.5584775531716228,12.9716,77.5946,1.1799233423387865
Mamma Mexicana,1,1,2.2,409,Mg Road,Casual Dining,"Nachos, Pizza, Margarita, Mushroom Soup, Tacos, Tortilla Soup, Chicken Burritos",Mexican,1000.0,Dine-out,Lavelle Road,Veg,Nachos,0.420248687775877,0.579751312224123,12.9716,77.5946,1.1799233423387865
Shiv Sagar,0,0,3.700448817952718,0,Mg Road,Casual Dining,South Indian,"South Indian, North Indian, Chinese",800.0,Dine-out,Lavelle Road,Veg,South Indian,0.25515823480176664,0.7448417651982333,12.9716,77.5946,1.1799233423387865
